ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
1854_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2005,year,South West,4.4,2.4,2900,65600,695
1865_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2005,year,Wales,16.3,5,5100,31200,529
1879_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2005,year,West Midlands,13,2.2,34300,263800,2275
1888_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2005,year,Yorkshire and The Humber,9,2.6,13600,150900,1135
1900_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,All,13.4,1.6,50800,379600,4281
1904_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,East Midlands,15,7.7,2400,16200,208
1908_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,East of England,12.7,5.8,2600,20500,321
1918_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,London,14.6,3.5,17000,116400,958
1922_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,North East,9.1,7,700,7900,162
1930_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,North West,12.3,3.5,6700,54100,846
1933_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,Scotland,14.6,8.9,2100,14700,152
1938_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,South East,8.7,3.8,3000,34800,531
1945_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,West Midlands,19.5,5.5,10700,54900,506
1952_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2005,year,Yorkshire and The Humber,9.3,4,5000,53800,499
1956_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2005,year,All,7,4.6,1700,23800,297
1971_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,All,4.4,0.1,1182500,26895800,365397
1986_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,East Midlands,4.3,0.4,88200,2037300,28499
2001_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,East of England,3.8,0.3,101800,2692800,33293
2016_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,London,5.2,0.5,141700,2702400,15909
2031_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,North East,5.6,0.5,65100,1170500,24107
2046_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,North West,4.9,0.3,154800,3150100,43754
2061_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,Scotland,5.3,0.3,133600,2538500,43086
2076_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,South East,3.5,0.3,142400,4042300,51054
2091_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,South West,3.4,0.3,84300,2485300,37375
2106_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,Wales,4.9,0.4,66600,1359400,33483
2121_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,West Midlands,4.2,0.4,98300,2353400,30352
2136_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2005,year,Yorkshire and The Humber,4.5,0.4,105900,2363800,24485
2151_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,All,4.3,0.1,1095600,25389300,348462
2166_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,East Midlands,4.3,0.4,85500,1985600,27783
2181_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,East of England,3.7,0.3,95000,2546700,31375
2196_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,London,5,0.6,108700,2178100,13148
2211_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,North East,5.5,0.5,64100,1156700,23838
2226_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,North West,4.9,0.3,151500,3083300,42834
2241_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,Scotland,5.1,0.3,118900,2329500,39538
2256_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,South East,3.5,0.3,131600,3783800,47757
2271_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,South West,3.4,0.3,80300,2384500,35726
2286_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,Wales,4.9,0.4,65300,1326300,32708
2301_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,West Midlands,4.2,0.4,95700,2304200,29711
2316_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2005,year,Yorkshire and The Humber,4.3,0.4,98900,2310600,24044
2331_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,All,5.8,0.6,86900,1506500,16935
2339_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,East Midlands,5.3,2.6,2800,51600,716
2351_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,East of England,4.6,1.5,6700,146000,1918
2363_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,London,6.3,1.4,33000,524300,2761
2367_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,North East,6.6,4.7,900,13800,269
2378_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,North West,4.9,2.2,3300,66800,920
2392_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,Scotland,7,1.3,14700,209000,3548
2406_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,South East,4.2,1.1,10700,258500,3297
2418_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,South West,3.9,1.5,3900,100800,1649
2426_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,Wales,3.8,2.1,1300,33100,775
2433_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,West Midlands,5.1,2.7,2500,49200,641
2439_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2005,year,Yorkshire and The Humber,13.3,5,7100,53200,441
2454_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,All,5.4,0.1,1598500,29787300,277489
2469_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,East Midlands,5.2,0.4,116400,2250100,14654
2484_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,East of England,4.6,0.3,131100,2873300,17877
2499_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,London,7.7,0.3,299000,3899400,22343
2514_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,North East,6.9,0.4,84200,1228200,17884
2529_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,North West,5.3,0.2,178400,3359700,33897
2544_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,Scotland,5.2,0.2,136600,2636800,42897
2559_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,South East,4.5,0.2,195400,4345000,32145
2574_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,South West,3.7,0.3,96500,2589900,20768
2589_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,Wales,5.2,0.2,73100,1404900,32106
2604_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,West Midlands,5.5,0.3,146400,2650400,21197
2618_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2006,year,Yorkshire and The Humber,5.5,0.3,141400,2549500,21721
2630_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,All,10.1,0.9,138000,1366500,10717
2638_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,East Midlands,8.9,2.9,8400,94700,935
2646_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,East of England,9.4,3.5,8100,86300,680
2658_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,London,11,1.8,57200,519700,2959
2662_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,North East,11.5,5.7,2300,20400,298
2672_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,North West,9.6,2.5,12300,127200,1374
2678_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,Scotland,6.2,3.7,2400,38200,410
2689_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,South East,5.4,1.9,7400,138600,1293
2693_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,South West,5.3,4.4,1800,34100,251
2697_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,Wales,8.9,5.4,1300,15100,268
2709_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,West Midlands,13.4,2.7,26100,195300,1486
2717_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2006,year,Yorkshire and The Humber,11.1,3.5,10700,96800,763
2729_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,All,8.3,1.8,26000,313000,2267
2732_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,East Midlands,7.9,7.5,1200,15200,126
2734_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,East of England,8.4,6.8,2100,24900,160
2740_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,London,8.9,3.3,11600,129900,724
2744_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,North West,5.7,5,1400,24300,208
2746_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,Scotland,8.4,7.5,900,11200,133
2749_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,South East,5.7,4,2400,42900,320
2752_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,South West,2.2,4.1,300,14600,122
2753_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,Wales,5.2,6.4,300,6000,114
2755_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2006,year,West Midlands,14.1,8.1,3600,25600,179
2768_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,All,13.2,1.6,89600,677800,4293
2772_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,East Midlands,9.3,5.7,2800,29700,244
2777_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,East of England,6.9,4.6,2800,40500,288
2791_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,London,14.5,2.3,57900,399100,2240
2795_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,North West,13.8,6.4,4400,31800,277
2801_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,South East,6.7,4.2,3100,46000,336
2804_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,South West,10.3,9,1700,16700,109
2808_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,West Midlands,15.1,5.1,10400,68500,469
2812_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2006,year,Yorkshire and The Humber,13.7,8.4,4100,29500,162
2822_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,All,7.7,1.2,49300,641700,4499
2830_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,East Midlands,8.4,3.4,5600,66500,642
2834_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,East of England,2.9,3.5,1000,35300,224
2845_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,London,9,2.5,23500,259900,1282
2851_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,North West,5.5,3.3,2500,44700,449
2854_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,Scotland,2.4,4.5,300,10500,112
2859_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,South East,4.2,2.6,2700,62800,568
2867_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,West Midlands,10,3.4,10400,103800,757
2871_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2006,year,Yorkshire and The Humber,4.7,4.6,1500,32200,207
2880_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2006,year,All,11.1,2.6,22700,204500,1362
2883_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2006,year,East of England,10.1,8.9,2100,21000,111
2887_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2006,year,London,11.8,5.2,8500,72500,368
2890_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2006,year,North West,15.1,9.7,2600,17200,132
2892_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2006,year,South East,7.1,5.6,2000,27700,203
2894_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2006,year,West Midlands,25,13.2,4000,16100,103
